Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Country,Program,Policy Type,Decision Authority,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Supplier,Primary Borrower,Primary Buyer,Primary Source of Repayment,Working Capital Delegaed Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Loan Interest Rate,First Claim Payment Date,Claim Paid Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Fiscal Year
08083181XX0004,AP083181XX,Approved,04/08/2010,,07/19/2010,N,United States,Working Capital,,Individual Delegated Authority,Oil and Gas Field Machinery and Equipment,Short Term,"Jpmorgan Chase Bank, N.A.","Jpmorgan Chase Bank, N.A.",Stewart & Stevenson Power Products Llc,Stewart & Stevenson Power Products Llc,Stewart & Stevenson Power Products Llc,Unknown,Stewart & Stevenson Power Products Llc,Yes,$22500000.00,$22500000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08083181XX0005,AP083181XX,Approved,08/04/2010,,10/31/2010,N,United States,Working Capital,,Individual Delegated Authority,Oil and Gas Field Machinery and Equipment,Short Term,"Jpmorgan Chase Bank, N.A.","Jpmorgan Chase Bank, N.A.",Stewart & Stevenson Power Products Llc,Stewart & Stevenson Power Products Llc,Stewart & Stevenson Power Products Llc,Unknown,Stewart & Stevenson Power Products Llc,Yes,$22500000.00,$22500000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08083203XX0004,AP083203XX,Approved,06/29/2010,,09/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial Furnaces and Ovens,Short Term,Associated Commercial Finance,Associated Commercial Finance,International Thermal Systems Llc,International Thermal Systems Llc,International Thermal Systems Llc,Unknown,International Thermal Systems Llc,Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$0.00,2010
08083219XB0002,AP083219XB,Approved,09/14/2010,,06/30/2011,N,United States,Working Capital,,Individual Delegated Authority,Farm Machinery and Equipment,Short Term,"Associated Bank Minnesota, N.A.","Associated Bank Minnesota, N.A.",Balzer Inc,Balzer Inc,Balzer Inc,Unknown,"Mcmahon, Randall M.",Yes,$300000.00,$300000.00,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
08083221XB0002,AP083221XB,Approved,08/30/2010,,12/28/2010,N,United States,Working Capital,,Individual Delegated Authority,Instruments for Measuring and Testing of Electrici,Short Term,Branch Banking And Trust Company,Branch Banking And Trust Company,"Phasetronics, Inc.","Phasetronics, Inc.","Phasetronics, Inc.",Unknown,"Mitchell, James R.",Yes,$3600000.00,$3600000.00,$0.00,$0.00,,,,$3600000.00,$0.00,$0.00,2010
08083225XB0001,AP083225XB,Approved,03/23/2010,,02/25/2011,N,United States,Working Capital,,Individual Delegated Authority,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Xante Corporation,Xante Corporation,Unknown,Xante Corporation,Yes,$2250000.00,$2250000.00,$0.00,$0.00,,,,$2250000.00,$0.00,$0.00,2010
08083233XB0002,AP083233XB,Approved,09/13/2010,,10/04/2010,N,United States,Working Capital,,Individual Delegated Authority,Drugs - Drug Proprietaries. and Druggists' Sundries,Short Term,Branch Banking And Trust Company,Branch Banking And Trust Company,"Us Cosmeceutechs, Llc","Us Cosmeceutechs, Llc","Us Cosmeceutechs, Llc",Unknown,"Lewis, Joseph, A. Ii",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$0.00,2010
08083236XX0001,AP083236XX,Approved,05/20/2010,,03/25/2012,N,Ghana,Guarantee,,Board,Motor Vehicles and Passenger Car Bodies,Long Term,Ministry Of Finance & Economic Planning,Societe Generale,"Project Development International, Inc.","Pierce Manufacturing, Inc.",Ministry Of Finance & Economic Planning,Minst Of Interior,Ministry Of Finance & Economic Planning,No,$41867394.00,$41867392.27,$1.43,$34017256.21,,,,$3676375.86,$0.00,$0.00,2010
08083244XC0001,AP083244XC,Approved,08/11/2010,,06/28/2011,N,United States,Working Capital,,Individual Delegated Authority,Telephone Apparatus Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Crossbeam Systems, Inc.","Crossbeam Systems, Inc.","Crossbeam Systems, Inc.",Unknown,"Crossbeam Systems, Inc.",Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$0.00,2010
08083255XB0001,AP083255XB,Approved,01/27/2010,,02/12/2011,N,United States,Working Capital,,Individual Delegated Authority,Drugs - Drug Proprietaries. and Druggists' Sundries,Short Term,Gbc International Bank,Gbc International Bank,U.S. International Trading Corporation,U.S. International Trading Corporation,U.S. International Trading Corporation,Unknown,U.S. International Trading Corporation,Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$450000.00,$0.00,$450000.00,2010
08083267XC0001,AP083267XC,Approved,06/22/2010,,05/01/2011,N,United States,Working Capital,,Individual Delegated Authority,Industrial Process Furnace And Oven Manufacturing,Short Term,Comerica Incorporated,Comerica Bank,"Schmid Thermal Systems, Inc.","Schmid Thermal Systems, Inc.","Schmid Thermal Systems, Inc.",Unknown,"Schmid Thermal Systems, Inc.",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$0.00,2010
08083282XC0001,AP083282XC,Approved,09/16/2010,,10/25/2011,N,United States,Working Capital,,Individual Delegated Authority,Computer Related Services - NEC,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.","Verimatrix, Inc.","Verimatrix, Inc.","Verimatrix, Inc.",Unknown,"Verimatrix, Inc.",Yes,$2430000.00,$2430000.00,$0.00,$0.00,,,,$2430000.00,$0.00,$0.00,2010
08083283XA0001,AP083283XA,Approved,08/18/2010,,05/09/2011,N,United States,Working Capital,,Individual Delegated Authority,Air-Conditioning and Warm Air Heating Equipment an,Short Term,General Electric Capital Markets Service,General Electric Capital Markets Service,"Bristol Compressors International, Inc.","Bristol Compressors International, Inc.","Bristol Compressors International, Inc.",Unknown,Compressors Llc,Yes,$22500000.00,$22500000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08083287XB0001,AP083287XB,Approved,09/03/2010,,07/31/2011,N,United States,Working Capital,,Individual Delegated Authority,Printing Machinery And Equipment Manufacturing,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association","Manugraph Dgm, Inc.","Manugraph Dgm, Inc.","Manugraph Dgm, Inc.",Unknown,"Manugraph Dgm, Inc.",Yes,$877500.00,$877500.00,$0.00,$0.00,,,,$877500.00,$0.00,$0.00,2010
08083317XA0001,AP083317XA,Approved,07/28/2010,,05/15/2011,N,United States,Working Capital,,Individual Delegated Authority,Semicinductors and Related Devices,Short Term,Wells Fargo Bank Minnesota Na,Wells Fargo Business Credit Inc.,"Hei, Inc.","Hei, Inc.","Hei, Inc.",Unknown,"Leahy, Thomas F.",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$0.00,2010
08083322XB0001,AP083322XB,Approved,12/15/2009,,02/01/2011,N,United States,Working Capital,,Individual Delegated Authority,Farm Machinery and Equipment,Short Term,Wells Fargo Bank Minnesota Na,Wells Fargo Bank Nw Nat Assn,Emerging Acquisitions Llc,Emerging Acquisitions Llc,Emerging Acquisitions Llc,Unknown,Emerging Acquisitions Llc,Yes,$5400000.00,$5400000.00,$0.00,$0.00,,,,$5400000.00,$0.00,$0.00,2010
08083329XC0001,AP083329XC,Approved,07/19/2010,,07/19/2011,N,United States,Working Capital,,Individual Delegated Authority,Meats and Meat Products,Short Term,Gbc International Bank,Gbc International Bank,J K In-Ex International Inc,J K In-Ex International Inc,J K In-Ex International Inc,Unknown,J K In-Ex International Inc,Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$450000.00,$450000.00,$450000.00,2010
08083332XX0003,AP083332XX,Approved,11/19/2009,,12/20/2009,N,Brazil,Guarantee,,Board,Aircraft Manufacturing,Long Term,Vrg Linhas Aereas Sa,"Citibank, Na","Boeing Company, The","Boeing Company, The",Spv/Vrg Linhas Aereas S.A.,Spv/Vrg Linhas Aereas S.A.,Gol Linhas Aereas Inteligentes S.A.,No,$4400461.00,$4400460.40,$0.00,$3379565.00,,,,$0.00,$0.00,$0.00,2010
08083332XX0004,AP083332XX,Approved,09/29/2010,,01/15/2011,N,Brazil,Guarantee,,Board,Aircraft Manufacturing,Long Term,Vrg Linhas Aereas Sa,Private Export Funding Corp,"Boeing Company, The",Cfm International Inc,Spv/Vrg Linhas Aereas S.A.,Spv/Vrg Linhas Aereas S.A.,Gol Linhas Aereas Inteligentes S.A.,No,$123820182.00,$120889476.20,$0.00,$100340822.80,,,,$0.00,$0.00,$0.00,2010
08083363XC0001,AP083363XC,Approved,07/26/2010,,08/01/2011,N,United States,Working Capital,,Individual Delegated Authority,Printing Machinery And Equipment Manufacturing,Short Term,"Mb Financial Bank, N.A.","Mb Financial Bank, N.A.","Tensor Group, Inc.","Tensor Group, Inc.","Tensor Group, Inc.",Unknown,"Tensor Group, Inc.",Yes,$300000.00,$300000.00,$0.00,$0.00,,,,$300000.00,$300000.00,$300000.00,2010
08083364XA0002,AP083364XA,Approved,09/17/2010,,04/01/2011,N,United States,Working Capital,,Individual Delegated Authority,Miscellaneous Publishing,Short Term,Unionbancal Corporation,Union Bank California Na,"Browntrout Publishers, Inc.","Browntrout Publishers, Inc.","Browntrout Publishers, Inc.",Unknown,"Brown, William",Yes,$1541311.36,$1541311.36,$0.00,$0.00,,,,$1541311.36,$0.00,$0.00,2010
08083377XX0003,AP083377XX,Approved,10/27/2009,,01/25/2010,N,Nigeria,Guarantee,,Board,Machine Tools - Metal Forming Types,Long Term,Hsbc Bank Plc,Hsbc Bank Plc,"Roeslein & Associates, Inc.","Roeslein & Associates, Inc.","Gz Industries, Ltd","Gz Industries, Ltd",Fidelity Bank Plc,No,$4006959.00,$0.00,$0.00,$0.00,,,,$2849148.19,$0.00,$0.00,2010
08083387XC0001,AP083387XC,Approved,09/17/2010,,06/29/2011,N,United States,Working Capital,,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na","Dredging Supply Company, Inc","Dredging Supply Company, Inc","Dredging Supply Company, Inc",Unknown,"Dsc Holding, Inc.",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$0.00,2010
08083388XA0003,AP083388XA,Approved,10/15/2009,,05/31/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial and Commercial Machinery - NEC,Short Term,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na","V-S Industries, Inc.","V-S Industries, Inc.","V-S Industries, Inc.",Unknown,"V-S Industries, Inc.",Yes,$2970000.00,$2970000.00,$0.00,$0.00,,,,$2970000.00,$0.00,$0.00,2010
08083388XA0004,AP083388XA,Approved,06/22/2010,,12/31/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial and Commercial Machinery - NEC,Short Term,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na","V-S Industries, Inc.","V-S Industries, Inc.","V-S Industries, Inc.",Unknown,"V-S Industries, Inc.",Yes,$2970000.00,$2970000.00,$0.00,$0.00,,,,$2970000.00,$0.00,$0.00,2010
08083391XB0002,AP083391XB,Approved,10/30/2009,,01/29/2010,N,United States,Working Capital,,Individual Delegated Authority,Farm and Garden Machinery and Equipment,Short Term,"Suntrust Banks, Inc.","Suntrust Banks, Inc.","Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.",Unknown,"Poultry And Industrial Suppliers, Inc.",Yes,$1215000.00,$1215000.00,$0.00,$0.00,,,,$1215000.00,$0.00,$1215000.00,2010
08083391XC0001,AP083391XC,Approved,03/19/2010,,05/31/2010,N,United States,Working Capital,,Individual Delegated Authority,Farm and Garden Machinery and Equipment,Short Term,"Suntrust Banks, Inc.","Suntrust Banks, Inc.","Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.",Unknown,"Poultry And Industrial Suppliers, Inc.",Yes,$1215000.00,$1215000.00,$0.00,$0.00,,,,$1215000.00,$0.00,$1215000.00,2010
08083391XD0001,AP083391XD,Approved,09/16/2010,,09/14/2011,N,United States,Working Capital,,Individual Delegated Authority,Farm and Garden Machinery and Equipment,Short Term,"Suntrust Banks, Inc.","Suntrust Banks, Inc.","Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.","Poultry And Industrial Suppliers, Inc.",Unknown,"Poultry And Industrial Suppliers, Inc.",Yes,$1215000.00,$1215000.00,$0.00,$0.00,,,,$1215000.00,$0.00,$1215000.00,2010
08083430XB0001,AP083430XB,Approved,09/13/2010,,07/22/2011,N,United States,Working Capital,,Board,Search - Detection - Navigation - Guidance - Aernautic,Short Term,"Rbs Citizens, Na","Rbs Citizens, Na",Sensis Corporation,Sensis Corporation,Sensis Corporation,Unknown,Sensis Corporation,No,$22500000.00,$22500000.00,$0.00,$0.00,,,,$22500000.00,$0.00,$0.00,2010
08083436XA0001,AP083436XA,Approved,09/10/2010,,07/15/2011,N,United States,Working Capital,,Individual Delegated Authority,Iron and Steel Forgings,Short Term,"Rbs Citizens, Na","Rbs Citizens, Na","Pmt Industries, Llc","Pmt Industries, Llc","Pmt Industries, Llc",Unknown,"Pmt Industries, Llc",Yes,$2700000.00,$2700000.00,$0.00,$0.00,,,,$2700000.00,$0.00,$0.00,2010
08083436XX0003,AP083436XX,Approved,04/05/2010,,08/15/2010,N,United States,Working Capital,,Individual Delegated Authority,Iron and Steel Forgings,Short Term,Rbs Asset Finance Inc.,Rbs Asset Finance Inc.,"Pmt Industries, Llc","Pmt Industries, Llc","Pmt Industries, Llc",Unknown,"Pmt Industries, Llc",Yes,$900000.00,$900000.00,$0.00,$0.00,,,,$900000.00,$0.00,$0.00,2010
08083440XB0001,AP083440XB,Approved,04/02/2010,,10/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Surveying Services,Short Term,Bank Of America Na,Bank Of America Na,"Williamson & Associates, Inc.","Williamson & Associates, Inc.","Williamson & Associates, Inc.",Unknown,"Williamson & Associates, Inc.",Yes,$1291714.00,$1291714.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08083467XA0001,AP083467XA,Approved,08/20/2010,,06/27/2011,N,United States,Working Capital,,Individual Delegated Authority,Coated Fabrics - Not Rubberized,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Holliston Llc,Holliston Llc,Holliston Llc,Unknown,Holliston Llc,Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$0.00,2010
08083483XB0001,AP083483XB,Approved,09/10/2010,,09/21/2011,N,United States,Working Capital,,Individual Delegated Authority,Refuse Systems,Short Term,Regions Bank,Regions Bank,"Creative Recycling Systems, Inc.","Creative Recycling Systems, Inc.","Creative Recycling Systems, Inc.",Unknown,"Creative Recycling Systems, Inc.",Yes,$2700000.00,$2700000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08083488XB0002,AP083488XB,Approved,06/15/2010,,09/10/2010,N,United States,Working Capital,,Individual Delegated Authority,Management Consulting Services,Short Term,Amegy Bank National Association,Amegy Bank National Association,"Link Project Service, Inc.","Link Project Service, Inc.","Link Project Service, Inc.",Unknown,"Link Project Service, Inc.",Yes,$5400000.00,$5400000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08083514XA0002,AP083514XA,Approved,12/02/2009,,02/02/2010,N,United States,Working Capital,,Individual Delegated Authority,Drugs - Drug Proprietaries. and Druggists' Sundries,Short Term,East West Bank,East West Bank,"Psp Marketing, Llc","Psp Marketing, Llc","Psp Marketing, Llc",Unknown,"Psp Marketing, Llc",Yes,$855000.00,$855000.00,$0.00,$0.00,,,,$855000.00,$0.00,$0.00,2010
08083514XA0003,AP083514XA,Approved,02/04/2010,,07/31/2010,N,United States,Working Capital,,Individual Delegated Authority,Drugs - Drug Proprietaries. and Druggists' Sundries,Short Term,East West Bank,East West Bank,"Psp Marketing, Llc","Psp Marketing, Llc","Psp Marketing, Llc",Unknown,"Psp Marketing, Llc",Yes,$618300.00,$0.00,$0.00,$0.00,,11/08/2010,$168766.25,$618300.00,$0.00,$0.00,2010
08083550XB0001,AP083550XB,Approved,02/18/2010,,10/05/2010,N,United States,Working Capital,,Individual Delegated Authority,Other Grocery And Related Products Merchant Whole,Short Term,Premier Business Bank,Premier Business Bank,American Trading International,American Trading International,American Trading International,Unknown,American Trading International,Yes,$810000.00,$810000.00,$0.00,$0.00,,,,$810000.00,$0.00,$0.00,2010
08083555XA0002,AP083555XA,Approved,06/30/2010,,06/28/2010,N,United States,Working Capital,,Individual Delegated Authority,Scrap and Waste Materials,Short Term,Gbc International Bank,Gbc International Bank,Domodo International Corp,Domodo International Corp,Domodo International Corp,Unknown,"Lee Chen, Hsiu Hui",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$1350000.00,$1350000.00,2010
08083571XB0001,AP083571XB,Approved,01/15/2010,,12/16/2010,N,United States,Working Capital,,Individual Delegated Authority,Oil And Gas Field Machinery And Equipment Manufac,Short Term,"Omnibank, N.A.","Omnibank, N.A.","Gotco International, Inc.","Gotco International, Inc.","Gotco International, Inc.",Unknown,Technology Ventures Inc,Yes,$2250000.00,$2250000.00,$0.00,$0.00,,,,$2250000.00,$0.00,$0.00,2010
08083576XB0001,AP083576XB,Approved,12/02/2009,,10/22/2010,N,United States,Working Capital,,Individual Delegated Authority,Instruments And Related Products Manufacturing Fo,Short Term,Amegy Bank National Association,Amegy Bank National Association,Detcon Inc,Detcon Inc,Detcon Inc,Unknown,"Alpha, James",Yes,$900000.00,$900000.00,$0.00,$0.00,,,,$900000.00,$0.00,$0.00,2010
08083596XB0001,AP083596XB,Approved,03/09/2010,,01/27/2011,N,United States,Working Capital,,Individual Delegated Authority,Construction Materials - NEC,Short Term,Gbc International Bank,Gbc International Bank,"Novi Industries, Inc.","Novi Industries, Inc.","Novi Industries, Inc.",Unknown,"Novi Industries, Inc.",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$1350000.00,2010
08083600XA0001,AP083600XA,Approved,01/07/2010,,01/01/2011,N,United States,Working Capital,,Individual Delegated Authority,Machine Tools - Metal Forming Types,Short Term,Comerica Bank,Comerica Bank,"Hess Industries, Inc.","Hess Industries, Inc.","Hess Industries, Inc.",Unknown,"Hess Industries, Inc.",Yes,$22500000.00,$10800000.00,$0.00,$0.00,,,,$22500000.00,$0.00,$0.00,2010
08083600XA0002,AP083600XA,Approved,05/10/2010,,01/31/2012,N,United States,Working Capital,,Individual Delegated Authority,Machine Tools - Metal Forming Types,Short Term,Comerica Bank,Comerica Bank,"Hess Industries, Inc.","Hess Industries, Inc.","Hess Industries, Inc.",Unknown,"Hess Industries, Inc.",Yes,$11700000.00,$11700000.00,$0.00,$0.00,,,,$11700000.00,$0.00,$0.00,2010
08083603XA0001,AP083603XA,Approved,02/25/2010,,05/30/2011,N,United States,Working Capital,,Individual Delegated Authority,Industrial Valve Manufacturing,Short Term,Bank Of America Na,Bank Of America Na,Valvtechnologies Inc,Valvtechnologies Inc,Valvtechnologies Inc,Unknown,Valvtechnologies Inc,Yes,$8100000.00,$8100000.00,$0.00,$0.00,,,,$8100000.00,$0.00,$0.00,2010
08083608XA0002,AP083608XA,Approved,12/18/2009,,06/12/2010,N,United States,Working Capital,,Individual Delegated Authority,Service Establishment Equipment and Supplies,Short Term,Fifth Third Bancorp,Fifth Third Bancorp,Qualitas Trading Usa Corp,Qualitas Trading Usa Corp,Qualitas Trading Usa Corp,Unknown,Qualitas Trading Usa Corp,Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$4500000.00,2010
08083608XB0001,AP083608XB,Approved,08/02/2010,,12/12/2010,N,United States,Working Capital,,Individual Delegated Authority,Farm And Garden Machinery And Equipment Merchant,Short Term,Fifth Third Bancorp,Fifth Third Bancorp,Qualitas Trading Usa Corp,Qualitas Trading Usa Corp,Qualitas Trading Usa Corp,Unknown,Qualitas Trading Usa Corp,Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$4500000.00,2010
